Air temperature [K],Torque [Nm],Tool wear [min],Failure Type
299.9,38.9,180,0
297.2,46.6,98,0
303.6,27.5,115,0
298.2,28.2,58,0
302.5,38.7,30,0
302.8,40.2,230,0
300.5,43.5,98,0
300.7,38.0,84,0
297.8,48.6,109,0
297.5,49.7,201,0
297.3,34.1,21,0
297.5,30.7,5,0
301.6,50.7,195,0
301.8,29.3,133,0
303.6,46.2,57,0
302.0,32.9,135,0
300.5,37.4,175,0
300.2,49.6,21,0
301.2,32.8,57,0
301.8,49.3,58,0
297.0,45.3,196,0
298.8,28.5,140,0
302.3,54.0,119,0
299.1,36.6,215,0
299.3,43.0,96,0
295.7,28.5,43,0
303.4,36.0,69,0
300.7,49.0,62,0
301.5,45.3,99,0
302.7,51.8,174,0
300.1,54.8,29,0
300.6,42.4,133,0
300.1,37.9,37,0
302.6,50.1,21,0
296.8,33.4,123,0
300.9,43.2,62,0
300.5,45.1,29,0
302.6,21.3,87,0
301.3,38.5,52,0
300.8,23.8,127,0
296.2,52.0,201,0
300.3,39.1,217,0
303.8,23.5,215,0
297.9,34.0,142,0
298.1,45.8,80,0
302.4,24.8,45,0
299.2,39.2,179,0
299.1,54.9,58,0
301.0,67.9,30,0
299.0,46.3,175,0
299.0,34.3,132,0
303.1,24.7,212,0
300.0,40.6,9,0
301.5,28.2,61,0
297.3,36.0,150,0
303.4,35.9,215,4
300.9,34.9,73,0
301.3,54.4,51,0
298.5,59.5,27,0
303.4,63.9,59,3
299.7,25.4,194,0
301.7,38.5,78,0
299.0,37.4,56,0
300.7,49.9,96,0
300.8,54.4,85,0
299.3,42.1,19,0
296.4,37.5,83,0
297.1,30.3,128,0
297.3,33.9,93,0
299.4,41.5,29,0
303.1,23.3,161,0
299.0,40.2,30,0
300.8,19.2,194,0
300.4,28.8,135,0
298.5,26.0,8,0
298.0,24.3,200,0
300.3,52.4,57,0
303.5,51.0,172,0
298.7,53.6,134,0
302.6,35.5,69,0
299.0,58.5,199,0
297.4,23.0,135,0
298.1,51.1,116,0
302.3,43.2,128,0
302.1,26.1,210,0
298.8,39.9,190,0
300.3,46.6,125,0
303.3,54.8,48,0
299.5,31.5,193,0
297.0,23.8,195,0
301.0,34.1,113,0
299.0,35.8,142,0
302.0,49.5,17,0
300.9,40.9,28,0
297.9,25.3,136,0
298.0,36.3,98,0
299.2,33.3,28,0
297.3,37.5,161,0
297.7,37.8,5,0
298.6,59.7,40,0
298.7,32.7,2,0
299.0,68.6,111,1
300.0,39.2,43,0
298.4,33.3,167,0
303.6,50.3,101,0
298.6,30.2,113,0
298.0,54.7,65,0
302.1,37.1,43,0
300.9,27.7,176,0
296.3,25.9,154,0
302.3,35.3,170,0
300.4,31.8,192,0
303.4,44.8,71,0
298.9,25.0,156,0
302.8,29.9,162,0
298.1,29.3,35,0
301.2,33.0,200,0
297.0,27.3,179,0
299.3,52.1,27,0
300.3,54.1,81,0
297.6,43.2,7,0
302.5,43.0,189,0
296.9,37.0,84,0
297.3,26.8,125,0
302.7,34.4,228,0
297.5,48.2,203,0
302.0,24.4,138,0
299.1,42.9,96,0
300.5,36.2,10,0
303.1,35.5,13,0
303.7,31.8,203,0
299.2,48.7,4,0
300.4,56.8,46,0
300.0,42.0,29,0
300.7,44.1,122,0
298.8,27.7,50,0
300.4,36.9,131,0
300.7,50.7,12,0
297.9,38.5,113,0
298.9,34.4,9,0
303.6,31.3,100,0
302.4,45.5,53,3
298.9,51.7,192,0
303.5,42.8,106,0
298.7,34.6,8,0
299.7,37.8,146,0
300.5,48.5,110,0
300.7,41.3,82,0
297.1,45.8,190,0
298.6,28.2,161,0
298.5,49.2,149,0
299.1,32.1,192,0
295.6,41.2,156,0
297.7,36.8,172,0
303.3,24.5,67,0
300.4,26.1,38,0
298.4,19.8,198,0
300.6,47.3,71,0
299.1,46.6,157,0
297.8,48.6,46,0
303.6,28.7,124,0
297.3,39.3,187,0
298.9,45.3,133,0
300.1,45.1,113,0
297.2,40.4,190,0
304.0,46.6,0,0
303.9,49.3,199,0
298.9,41.5,80,0
300.3,26.3,187,0
297.9,62.9,41,0
303.0,23.7,61,0
301.1,22.7,38,0
300.2,35.3,46,0
300.6,47.0,63,0
299.3,26.0,130,0
297.0,37.2,189,0
299.8,44.4,155,0
296.8,39.4,122,0
302.2,40.2,118,0
298.8,59.0,94,0
300.6,47.6,246,4
300.7,36.5,71,0
300.6,45.8,62,0
302.5,53.1,126,0
302.4,31.8,172,0
298.2,30.6,59,0
299.3,48.9,83,0
301.0,37.5,190,0
300.0,40.8,178,0
301.1,54.9,81,0
300.6,51.2,119,0
301.6,42.4,3,0
297.2,35.8,140,0
297.5,39.7,69,0
298.2,49.1,26,0
297.2,28.0,188,0
300.1,58.7,86,0
303.6,17.6,37,0
302.7,61.2,170,5
302.5,38.8,96,0
300.1,44.4,19,0
297.7,22.5,7,0
303.9,26.7,17,0
296.5,38.2,160,0
303.8,38.2,188,0
301.6,43.7,102,0
300.7,38.2,73,0
300.4,52.4,105,0
300.7,24.0,60,0
298.5,45.1,115,0
299.7,44.9,174,0
298.6,41.9,61,0
303.0,35.8,122,0
301.3,43.0,137,0
300.7,40.5,87,0
298.8,52.8,200,0
300.8,44.7,205,0
297.4,42.0,111,0
298.9,54.9,145,0
297.6,32.1,49,0
302.6,68.5,0,1
301.7,30.5,77,0
298.6,24.9,9,0
299.2,51.8,104,0
298.3,52.3,160,0
298.2,51.8,76,0
302.4,28.8,150,0
302.9,48.7,130,0
301.4,37.5,193,0
301.4,39.4,199,0
302.3,36.7,78,0
298.5,24.7,27,0
304.0,43.1,96,0
301.7,44.5,135,0
298.7,46.8,4,0
300.7,39.3,22,0
299.5,45.7,106,0
300.4,45.1,0,0
300.5,36.2,30,0
299.9,43.8,188,0
300.3,53.3,113,0
300.5,37.4,148,0
300.6,43.6,198,0
297.9,39.0,35,0
299.4,44.1,81,0
301.3,42.4,7,0
298.7,34.8,112,0
298.4,35.0,103,0
299.0,29.7,101,0
300.8,45.1,51,0
300.3,24.8,34,0
298.6,29.3,47,0
300.0,20.0,55,0
302.9,46.4,82,0
300.8,39.7,16,0
299.3,35.5,180,0
301.7,39.3,114,0
302.7,36.4,26,0
302.1,41.4,184,0
303.4,61.0,215,3
302.2,28.2,122,0
297.3,41.3,67,0
303.7,11.4,71,1
298.1,27.6,47,0
297.7,19.3,181,0
297.1,37.7,210,0
300.3,39.2,24,0
297.6,38.3,93,0
303.9,47.5,76,0
297.5,37.8,157,0
298.5,36.9,53,0
300.4,37.6,151,0
299.6,52.1,110,0
299.4,53.1,10,0
303.7,40.5,0,0
302.5,23.3,203,0
297.8,40.0,159,0
304.0,68.6,161,1
301.0,44.5,66,0
297.8,58.1,108,0
303.7,40.7,59,0
298.8,54.5,50,0
297.5,37.7,12,0
298.0,36.4,109,0
300.4,42.0,201,0
301.2,36.6,99,0
299.6,47.7,28,0
295.8,35.2,115,0
298.0,39.6,51,0
303.9,40.7,164,0
302.8,35.0,38,0
301.1,32.6,121,0
303.5,55.8,84,0
298.2,56.8,107,0
296.6,45.1,185,0
300.0,21.8,135,0
302.0,38.9,94,0
299.5,41.6,17,0
298.7,37.6,44,0
301.5,25.5,121,0
298.0,37.0,49,0
300.1,46.7,77,0
298.0,41.8,89,0
302.1,30.9,107,0
298.1,53.5,65,0
297.7,28.3,116,0
300.9,45.8,57,0
298.2,48.6,204,0
300.6,52.9,0,0
303.2,35.5,63,0
303.5,55.7,114,0
299.1,34.9,119,0
302.4,40.4,126,0
303.3,38.9,68,0
302.3,36.6,143,0
302.5,32.3,142,0
297.6,33.1,224,0
303.4,42.7,197,0
298.8,36.2,57,0
300.4,35.4,15,0
297.4,43.9,45,0
300.4,37.7,156,0
302.0,60.5,10,0
303.3,51.8,16,0
297.9,29.0,26,0
301.7,39.8,118,0
301.4,32.7,171,0
300.2,47.7,8,0
297.9,46.8,118,0
302.5,35.5,158,0
298.6,41.0,39,0
302.6,27.5,147,0
298.3,29.0,103,0
304.0,15.0,117,0
297.6,40.2,51,0
303.9,36.8,140,0
303.4,35.1,107,0
297.5,57.3,0,0
300.0,43.1,45,0
299.5,58.8,195,2
300.3,36.0,158,0
302.7,35.2,31,0
302.5,40.1,187,0
302.4,33.1,161,0
302.2,37.5,60,0
300.7,44.4,33,0
300.0,28.7,94,0
301.0,43.6,173,0
303.5,64.4,113,0
302.3,37.2,180,0
299.8,25.5,171,0
303.2,35.3,148,0
299.1,38.9,181,0
303.7,41.3,32,0
298.2,21.6,93,0
300.3,46.0,171,0
297.7,36.8,74,0
297.7,39.1,108,0
295.7,40.1,81,0
297.7,45.6,190,0
297.4,55.1,63,0
300.6,33.3,92,0
301.0,34.4,124,0
302.5,25.3,14,0
300.4,35.2,112,0
295.7,52.0,101,0
297.5,52.1,24,0
301.6,31.6,189,0
301.4,39.2,206,0
303.8,15.2,146,0
302.1,36.0,124,0
300.5,30.6,213,0
300.5,49.6,10,0
296.9,41.0,120,0
302.7,25.4,2,0
300.6,28.9,127,0
296.8,45.4,70,0
302.4,37.9,10,0
298.4,37.8,144,0
300.3,31.7,180,0
304.1,37.2,7,0
300.7,48.4,151,0
300.3,51.4,170,0
298.2,31.5,197,0
303.9,50.0,129,0
302.7,35.0,164,0
298.9,54.5,121,0
301.4,34.3,101,0
300.9,39.0,10,0
303.8,49.9,192,0
301.0,39.3,196,0
297.4,45.5,53,0
299.0,44.7,209,0
301.3,45.2,88,0
297.4,54.3,121,0
301.3,22.6,161,0
299.2,60.7,191,2
302.9,21.8,58,0
300.6,47.3,118,0
297.2,42.5,204,0
297.4,52.1,211,0
299.8,39.6,10,0
300.4,51.2,175,0
299.3,38.5,57,0
297.7,39.3,56,0
301.9,27.5,126,0
303.0,29.6,129,0
299.4,31.7,145,0
302.0,23.6,119,0
297.3,45.7,15,0
301.5,41.1,151,0
302.0,43.2,148,0
300.1,32.0,199,0
301.0,42.1,64,0
302.2,40.5,68,0
301.8,42.2,9,0
304.0,53.2,91,0
300.8,28.2,189,0
299.5,35.2,50,0
297.3,41.8,186,0
299.4,45.7,219,0
298.4,34.4,160,0
296.7,32.1,114,0
297.4,25.9,8,0
296.8,51.0,24,0
301.8,44.2,49,0
299.9,34.6,105,0
297.1,42.0,165,0
297.5,44.6,140,0
304.1,37.4,129,0
300.6,42.3,132,0
301.3,41.2,131,0
300.0,47.7,39,0
297.4,61.5,61,1
300.8,41.3,53,0
297.8,29.0,178,0
297.1,42.6,194,0
297.3,26.1,154,0
297.7,45.7,93,0
296.2,35.2,53,0
298.9,53.9,77,0
298.8,24.0,173,0
299.9,26.1,169,0
300.4,28.2,207,0
301.4,30.3,104,0
300.5,44.8,20,0
298.4,32.4,154,0
298.1,58.2,57,0
299.6,33.2,139,0
303.0,38.9,188,0
299.0,16.6,208,0
302.3,48.4,130,3
299.4,40.5,181,0
296.9,34.5,84,0
302.9,33.8,202,0
300.9,66.4,109,0
303.6,11.4,26,1
302.7,35.9,6,0
298.1,49.6,158,0
303.5,39.4,96,0
299.7,48.2,188,0
300.9,38.0,38,0
298.5,34.7,121,0
302.6,39.0,184,0
298.0,34.9,194,0
302.2,55.5,35,0
302.2,38.5,37,0
298.8,22.9,172,0
298.7,50.4,32,0
297.2,26.0,110,0
301.8,45.7,44,0
297.4,56.9,173,0
301.4,46.5,101,0
297.8,43.5,143,0
298.4,27.4,55,0
302.2,39.6,97,0
301.3,40.3,191,0
302.1,36.8,45,0
300.0,44.5,181,0
301.3,30.9,108,0
298.1,33.7,185,0
302.2,27.6,54,0
297.0,39.9,175,0
301.2,38.2,139,0
297.2,44.3,152,0
297.6,42.6,44,0
297.0,47.6,79,0
299.9,41.7,56,0
299.9,60.9,57,0
297.8,36.1,57,0
302.4,45.7,144,3
298.3,32.4,151,0
300.2,47.0,22,0
302.0,43.2,220,0
300.7,37.1,186,0
303.9,31.9,108,0
298.9,44.7,136,0
297.2,47.9,188,0
301.9,46.3,14,0
302.9,55.1,50,0
299.7,38.5,127,0
302.0,53.1,194,0
298.8,37.0,47,0
297.6,18.5,144,0
301.8,31.6,145,0
297.6,28.5,42,0
298.5,33.1,109,0
300.0,39.7,162,0
301.5,33.8,144,0
301.8,44.6,171,0
298.6,45.4,38,0
298.0,35.6,153,0
301.6,49.4,104,0
301.7,47.6,145,0
302.4,67.6,194,1
298.0,37.9,9,0
297.1,54.1,179,0
298.8,46.3,107,0
299.0,39.9,157,0
301.5,18.7,103,0
303.4,54.1,109,0
299.6,51.9,162,0
300.9,28.8,74,0
302.5,59.8,119,0
300.5,61.0,157,0
297.7,41.0,101,0
296.8,35.4,72,0
300.6,30.0,147,0
298.6,55.9,152,0
300.9,40.6,207,0
299.8,48.1,143,0
302.2,49.0,66,0
298.8,40.6,61,0
298.4,39.8,165,0
300.4,31.8,154,0
304.4,38.4,11,0
298.5,33.7,182,0
303.8,41.7,190,0
301.8,32.5,195,0
297.4,38.3,0,0
303.4,9.8,65,1
299.2,40.3,148,0
299.0,28.8,49,0
300.4,30.1,136,0
297.8,30.9,163,0
302.4,39.1,70,0
298.8,44.9,80,0
300.4,35.7,177,0
301.8,26.6,202,0
300.6,43.4,233,0
300.7,25.6,176,0
299.2,37.7,10,0
300.1,40.8,28,0
300.6,26.2,78,0
304.3,40.3,196,0
301.3,48.0,104,0
297.9,40.8,2,0
301.9,39.0,90,0
302.4,43.7,104,0
297.7,40.1,165,0
303.7,30.5,163,0
299.8,58.0,90,0
303.1,34.8,215,0
300.5,37.0,181,0
299.8,37.1,169,0
303.1,52.9,11,0
299.0,53.0,89,0
298.6,46.4,36,0
298.4,37.8,7,0
300.2,43.6,95,0
297.3,34.9,21,0
302.7,37.5,33,0
299.4,37.4,37,0
302.0,49.1,2,0
297.5,39.0,202,0
301.5,41.6,28,0
296.7,37.4,146,0
300.4,51.2,54,0
297.3,28.9,17,0
298.2,17.8,31,0
300.2,44.6,17,0
297.1,39.4,171,0
298.5,26.4,100,0
300.1,57.1,71,0
298.1,18.4,45,0
302.1,26.2,46,0
298.5,49.6,152,0
300.6,37.7,98,0
297.3,49.8,0,0
301.0,44.6,15,0
296.0,22.3,48,0
303.5,46.4,168,0
303.4,33.2,210,0
300.5,67.5,208,2
301.0,24.2,179,0
298.0,40.4,11,0
304.1,46.9,123,0
299.7,38.5,170,0
298.5,38.6,126,0
300.6,60.2,24,0
302.4,30.0,122,0
297.4,36.8,88,0
298.0,50.9,26,0
303.6,44.1,118,0
301.0,38.6,199,0
298.8,47.2,73,0
299.4,37.2,126,0
299.5,47.3,106,0
303.0,54.3,117,3
300.9,36.7,3,0
298.6,20.1,142,0
298.5,39.8,87,0
297.5,31.3,3,0
300.6,32.8,57,0
298.6,34.6,207,0
299.9,45.9,162,0
303.7,23.6,35,0
298.4,28.5,141,0
297.2,30.9,204,0
301.3,44.0,114,0
300.4,21.9,221,0
302.3,33.2,52,0
298.4,35.0,24,0
299.1,52.7,154,0
300.1,37.0,101,0
299.2,48.4,153,0
301.8,26.5,56,0
302.7,24.8,13,0
301.9,41.8,18,0
300.6,46.7,133,0
298.2,22.6,132,0
303.5,38.9,12,0
299.4,56.7,102,0
300.3,53.7,82,0
302.7,38.8,171,0
300.0,16.9,112,0
303.3,44.7,83,0
297.6,49.8,199,0
300.7,37.0,33,0
303.7,46.2,165,0
299.8,37.7,124,0
301.5,20.2,210,0
300.7,39.2,189,0
297.3,34.5,97,0
303.3,39.5,38,0
300.0,30.4,85,0
300.8,26.9,128,0
297.9,26.3,5,0
303.4,42.2,36,0
297.5,38.7,7,0
300.9,43.2,143,0
297.4,34.5,205,0
302.3,41.2,147,0
298.9,49.8,167,0
297.2,39.0,78,0
297.0,49.0,204,0
300.8,24.8,156,0
300.7,24.8,64,0
304.0,45.5,166,0
301.3,49.8,16,0
302.3,43.4,175,0
302.3,29.7,34,0
301.6,43.9,129,0
302.0,58.1,83,0
298.8,55.1,118,0
300.2,43.8,54,0
298.8,35.9,171,0
300.9,52.5,107,0
302.6,20.2,40,0
300.4,35.0,209,0
300.5,43.2,108,0
297.4,51.7,108,0
301.7,61.2,47,3
300.2,51.1,133,0
300.9,35.8,205,0
300.5,51.8,157,0
297.8,45.8,60,0
297.6,25.3,66,0
304.0,42.8,101,0
297.2,43.1,68,0
299.9,41.8,153,0
302.1,38.9,2,0
297.3,50.7,157,0
299.2,47.7,24,0
297.2,41.5,108,0
296.5,44.2,106,0
300.5,43.8,119,0
298.1,40.2,16,0
300.5,39.0,153,0
300.7,35.6,105,0
299.8,42.6,210,0
301.5,43.6,56,0
300.7,32.6,26,0
303.6,45.6,9,0
298.6,27.5,154,0
297.4,42.0,150,0
297.4,30.5,159,0
302.0,48.8,159,0
302.5,38.8,136,0
302.5,49.5,110,0
302.2,46.9,106,0
300.9,43.3,201,0
301.6,48.2,77,3
300.0,25.7,123,0
296.8,62.0,199,2
297.3,30.8,148,0
298.8,41.4,152,0
299.3,48.9,222,0
298.8,39.2,104,0
298.0,52.9,92,0
299.4,44.7,172,0
299.6,23.4,225,4
301.5,41.4,123,0
300.6,40.7,87,0
297.5,28.1,189,0
301.6,40.4,213,0
297.6,25.2,24,0
297.4,50.3,152,0
298.2,36.6,105,0
297.9,47.8,171,0
299.1,53.6,86,0
298.2,55.0,145,0
301.4,37.7,40,0
298.9,26.1,5,0
299.5,42.3,149,0
298.1,29.1,109,0
298.8,49.4,150,0
300.8,44.3,158,0
300.2,37.0,194,0
295.6,21.9,5,0
299.9,58.2,103,0
298.8,44.9,107,0
297.1,40.4,92,0
301.1,38.7,91,0
301.5,50.8,2,0
298.6,16.2,218,4
301.3,47.1,83,0
297.4,37.7,162,0
299.7,33.0,151,0
302.4,44.2,106,0
299.6,38.0,83,0
298.1,47.6,70,0
302.4,18.9,59,0
297.3,51.9,51,0
300.6,42.2,3,0
302.1,23.1,51,0
301.5,38.6,149,0
302.1,46.8,0,0
301.2,40.6,47,0
298.8,41.9,92,0
297.6,35.8,57,0
298.0,53.8,73,0
298.9,32.2,118,0
302.2,33.1,168,0
302.2,44.5,204,0
299.0,45.2,122,0
297.3,27.7,42,0
301.9,48.0,73,3
300.1,38.1,92,0
302.4,31.2,139,0
297.0,40.2,190,0
302.3,36.6,121,0
300.8,50.0,117,0
300.4,33.5,191,0
297.3,46.7,65,0
301.9,48.5,180,3
297.4,46.0,124,0
300.2,28.5,184,0
303.1,50.1,104,0
301.1,38.9,149,0
299.7,43.9,126,0
297.9,40.2,30,0
300.5,34.5,63,0
298.3,42.9,89,0
303.0,29.8,186,0
300.3,34.0,31,0
301.2,21.3,44,0
300.8,41.1,171,0
297.4,33.2,28,0
300.1,52.6,59,0
302.3,53.6,165,0
299.8,40.9,2,0
298.6,59.5,34,0
303.8,52.1,166,0
302.5,39.0,119,0
300.9,24.6,100,0
303.4,47.0,210,3
296.6,50.2,177,0
300.4,56.0,146,0
297.6,48.2,215,0
299.8,37.3,193,0
304.2,28.9,192,0
298.2,54.4,75,0
299.1,49.3,69,0
296.8,24.2,212,0
302.0,22.7,48,0
296.1,36.0,169,0
302.3,50.8,123,0
302.2,36.6,91,0
299.8,35.4,178,0
300.4,56.5,31,0
300.1,36.2,199,0
300.9,29.3,32,0
297.5,33.8,139,0
300.8,40.6,20,0
300.7,36.8,11,0
300.2,35.6,63,0
297.7,34.9,31,0
296.7,32.2,39,0
299.1,43.9,94,0
295.5,36.6,21,0
300.4,45.6,3,0
299.6,51.4,164,0
300.6,35.2,105,0
301.5,39.7,118,0
302.3,47.2,4,0
298.2,36.8,134,0
300.3,32.6,175,0
297.9,55.2,87,0
298.5,50.3,124,0
303.0,44.0,142,0
298.8,44.4,33,0
301.6,34.1,44,0
295.6,42.5,58,0
298.3,47.1,196,0
300.2,53.6,186,0
300.8,45.8,47,0
299.1,54.8,231,2
300.2,36.1,141,0
301.4,22.7,131,0
298.5,31.9,205,0
298.3,34.8,175,0
301.8,47.9,53,0
302.0,35.6,117,0
300.4,50.4,30,0
299.9,31.1,196,0
296.1,23.3,38,0
300.8,65.3,192,2
302.0,44.4,85,3
301.4,35.2,23,0
298.5,33.6,172,0
300.8,43.4,0,0
296.2,31.1,136,0
297.6,34.3,8,0
300.8,43.0,139,0
302.7,39.5,146,0
300.5,37.8,150,0
300.2,43.9,193,0
298.8,47.5,125,0
298.9,49.0,121,0
298.4,50.0,201,0
297.5,50.5,129,0
298.2,40.6,89,0
301.4,52.0,160,0
299.8,39.4,155,0
298.8,33.3,0,0
297.5,45.8,148,0
298.1,48.3,42,0
298.2,47.0,18,0
297.5,26.2,164,0
301.6,65.3,63,0
300.3,46.5,28,0
299.8,50.2,98,0
300.6,38.8,124,0
298.7,35.7,176,0
297.9,34.9,83,0
302.3,49.7,118,0
300.6,44.6,69,0
296.2,37.6,25,0
301.6,40.9,152,0
304.4,39.1,0,0
302.4,26.9,121,0
298.1,41.8,48,0
299.9,56.8,10,0
297.7,27.2,193,0
303.2,46.7,29,3
298.8,34.7,95,0
303.7,37.7,206,0
300.8,64.0,3,0
298.1,33.0,130,0
300.5,43.0,78,0
299.1,38.1,32,0
297.4,46.2,95,0
298.1,27.6,145,0
299.1,40.9,85,0
300.5,57.9,155,0
298.4,21.4,136,0
298.8,46.7,105,0
301.9,68.6,85,1
299.4,43.6,28,0
297.5,44.9,77,0
297.9,41.7,185,0
299.0,16.8,204,0
300.1,48.3,118,0
297.3,31.6,129,0
299.1,34.2,153,0
297.9,32.0,32,0
298.1,42.4,14,0
298.3,41.3,93,0
297.4,49.7,41,0
299.5,29.2,108,0
300.4,56.9,170,0
302.7,30.0,12,0
297.9,50.7,13,0
298.4,59.1,22,0
298.9,18.7,27,0
300.6,52.5,200,0
300.7,65.3,208,1
304.2,49.4,96,0
300.4,47.6,188,0
302.3,41.8,77,0
301.7,57.4,40,3
297.5,30.6,146,0
300.3,23.6,97,0
299.0,38.1,194,0
302.4,20.9,77,0
297.5,38.2,74,0
301.7,51.0,87,0
301.6,44.4,94,0
301.4,60.6,103,0
299.2,32.7,101,0
302.7,35.0,8,0
297.3,42.4,139,0
297.6,54.8,147,0
301.1,45.1,12,0
299.9,42.8,208,0
298.4,37.9,110,0
303.7,36.6,186,0
299.1,50.1,84,0
303.5,21.9,195,0
300.2,30.5,176,0
300.0,38.7,185,0
300.2,48.5,15,0
295.7,22.4,79,0
303.6,66.8,148,3
298.2,60.9,163,0
299.9,51.0,119,0
299.0,25.6,100,0
300.6,51.6,71,0
301.4,32.3,39,0
304.0,31.4,116,0
300.3,39.9,174,0
300.9,33.0,7,0
300.0,38.1,13,0
298.9,23.4,192,0
300.7,35.2,82,0
298.8,37.2,139,0
302.5,34.4,146,0
299.3,46.5,121,0
300.4,39.6,202,0
297.9,43.0,207,0
298.5,27.2,49,0
298.0,37.8,132,0
298.6,49.7,139,0
302.2,46.8,150,0
297.4,22.1,81,0
299.2,27.0,138,0
300.8,61.2,189,1
299.2,47.1,9,0
298.3,43.4,69,0
297.8,25.5,203,0
300.6,31.5,69,0
298.9,37.1,70,0
301.9,21.3,67,0
302.3,23.9,43,0
297.9,31.4,209,0
300.5,47.2,202,0
301.2,35.1,64,0
300.8,44.3,214,0
296.5,45.2,90,0
297.1,25.6,159,0
297.0,28.0,188,0
298.3,32.4,69,0
297.5,53.6,137,0
296.5,43.5,194,0
300.7,51.6,211,0
300.2,36.1,125,0
299.9,54.8,3,0
298.3,36.3,90,0
299.4,31.8,40,0
297.2,25.2,117,0
299.4,19.8,204,0
301.7,31.2,146,0
298.5,19.0,184,0
298.9,23.2,155,0
300.3,60.5,112,0
298.9,40.2,65,0
299.2,39.6,22,0
296.9,39.2,177,0
301.5,28.8,39,0
301.7,50.5,38,0
302.0,29.0,235,4
298.3,27.5,71,0
298.4,46.3,121,0
296.3,32.9,190,0
300.9,34.9,95,0
299.8,46.1,58,0
301.3,47.9,33,0
298.8,36.6,15,0
301.6,37.5,137,0
303.7,40.2,150,0
302.4,28.0,164,0
300.5,47.5,51,0
301.1,36.1,156,0
301.5,47.5,30,0
298.9,41.2,189,0
303.0,42.4,112,0
300.6,40.7,26,0
303.7,29.1,141,0
300.8,17.0,95,0
298.6,37.7,134,0
298.9,56.9,166,0
301.3,36.3,166,0
301.0,16.6,175,0
295.8,46.5,99,0
300.1,36.7,165,0
302.2,45.3,33,0
298.3,52.7,44,0
300.6,38.2,41,0
